shield,0.810232691518,0.123061574368
braid,0.781690488579,0.048771988174
group,0.770908823785,0.13774945398
pamphylia,0.770331013988,0.127364787986
woman,0.798069107832,0.0501796411947
tondo,0.779887198229,0.133589113686
290,0.756228878176,0.1420323018
ears,0.809632021268,0.0792448119816
set,0.800570032644,0.129456422491
sixth,0.781391257169,0.0669093271294
porphyry,0.929996788743,0.0605589430153
half,0.779846965965,0.133811021581
encircling,0.78395648379,0.122786688411
empress,0.79492304785,0.14925936376
female,0.804386337495,0.062629348752
long,0.809346036487,0.0914932074909
male,0.792793175024,0.0580051511371
covers,0.81300489327,0.0912487550591
face,0.753587628562,0.130623814542
bearded,0.784837948994,0.0418052732178
